ID;Imei;Device;
6466;35932809;Nokia (senas modelis)  tiksliai nezinomas;
6467;35932802;Nokia 1200;
6468;35932803;Nokia  1661 1661-2 1662 1662-2;
6469;35932808;Nokia (senas modelis) tiksliai nezinomas;
6471;35932703;Nokia 52-1;
6472;35932702;Nokia 5000 5000d-2;
6475;35932603;Nokia 2323c 2323c-2;
6476;35932602;Nokia 1650;
6477;35932502;Nokia 6555;
6478;35932402;Nokia 1680c 1680c-2;
6479;35932302;Nokia 2760;
6480;35932202;Nokia 6500c;
6481;35932002;Nokia N96-1;
6482;35931902;Nokia E63-1;
6483;35931702;Nokia 6300;
6484;35931602;Nokia 1208 1209;
6485;35931502;Nokia 1200;
6486;35931401;LG KG290;
6487;35931302;Nokia 1200;
6488;35931202;Nokia 1208 1209;
6489;35931102;Nokia 3109c;
6490;35931002;Nokia 7210c 7212c;
6491;35702204;Nokia C5-03;
6492;35930902;Nokia 3110c;
6493;35930702;Nokia 1650;
6494;35930602;Nokia 3600s;
6495;35930502;Nokia  2630;
6496;35930302;Nokia 5610d-2b;
6497;35930102;Nokia 1208 1209;
6498;35928903;LG GS290 Cookie Fresh;
6499;35928501;SonyEricsson W580c W580i;
6500;35928303;CHANGJIANG W003;
6501;35928203;CHANGJIANG W002;
6502;35927001;Samsung SGH-T739 Katalyst;
6503;35926801;Samsung SGH-T739 Katalyst;
6504;35926202;ZTE Vodafone 527;
6505;35924303;Samsung E1080T, Guru1080;
6506;35924203;Samsung GT-E1081T;
6507;35924010;Samsung SGH-E840 E848;
6508;35924003;LG KS 360;
6509;35924001;Samsung SGH-E840 E848;
6510;35923702;SonyEricsson W760c W760i;
6511;35923501;SonyEricsson  W580c W580i;
6512;35923103;QUECTEL M10 GSM modulis;
6513;35922303;Samsung S8500 Wave;
6514;35921901;Motorola W156 W160 W175 W180;
6515;35921001;Motorola RAZR V8;
6516;35919701;Samsung SGH-E250;
6517;35919403;SonyEricsson W595 W595a W595c;
6518;35918101;RIM Blackberry Pearl 8120;
6519;35918052;Motorola L2 L6 L6i L6g;
6520;35916403;LG GB102;
6521;35914403;Samsung B3310 B3313 Corby Mate;
6522;35913803;Telit Mobile Terminals	GE864-QUAD;
6523;35913103;LG KP500 Cookie;
6524;35912202;SonyEricsson S500c S500i;
6525;35912201;SonyEricsson J120c J120i;
6526;35910500;LG KG800 Chocolate;
6527;35910400;LG KG320S;
6528;35910301;Samsung SGH-B100;
6529;35910300;Samsung KG245 F2500;
6530;35910100;LG 	KG220;
6531;35484902;Nokia 3120;
6532;00007700;4P ADS;
6533;00010000;Motorola i60;
6534;00010100;Motorola i530;
6535;00010200;Motorola i530;
6536;00010300;Motorola i90c;
6537;00010400;Motorola i60c;
6538;00050000;Motorola i860;
6539;00050300;Motorola i1000;
6540;00051000;Motorola i205;
6541;00060000;Motorola i730;
6542;00080100;Motorola i730;
6543;00080200;Motorola i530;
6544;00080300;Motorola i730;
6545;00080900;Motorola i730;
6546;00100300;SonyEricsson W600i;
6547;00100400;Nokia 6610;
6548;00100500;Motorola V3R;
6549;00100600;Panasonic X700;
6550;00101700;Motorola i90c;
6551;00102300;Samsung SGH-T709;
6552;00103500;LG C2000;
6553;00104400;HP iPAQ H6315;
6554;00150000;Motorola i870;
6555;00160000;Motorola i450;
6556;00170000;Motorola I530;
6557;00170100;Motorola i855;
6558;00400000;Motorola V3 RAZR;
6559;00440100;NEC N600i;
6560;00460100;SonyEricsson k750;
6561;00460200;SonyEricsson W550i;
6562;00499900;Siemens C60;
6563;00870200;BenQ-Siemens S88;
6564;01000000;Blackberry 7520;
6565;01000300;Nokia 2190;
6566;01001000;Motorola MicroTAC Select 3000e;
6567;01001400;Motorola Select 2000e;
6568;01001500;Motorola StarTAC 8600;
6569;01001600;Motorola Select 6000e;
6570;01001700;Motorola StarTAC V3688;
6571;01002100;Ericsson CF788;
6572;01002300;Mitsubishi G100e;
6573;01002400;Nokia 9000i;
6574;01002500;Motorola StarTAC 7000g;
6575;01002800;Nokia 6190;
6576;01003600;Ericsson CA638;
6577;01003700;Nokia 5190;
6578;01003800;Motorola G520;
6579;01004600;Motorola V3682;
6580;01004900;Nokia 5190;
6581;01005100;Mitsubishi G310;
6582;01005400;Nokia 5190;
6583;01005500;Nokia 6200;
6584;01006000;Motorola 92334xwxsa;
6585;01006100;Motorola V2282;
6586;01006300;Nokia 5190;
6587;01006400;Ericsson CF768;
6588;01006700;Ericsson A2281z;
6589;01006800;Ericsson T28Z;
6590;01007000;Nokia 8290;
6591;01007100;Nokia 7190;
6592;01007200;Nokia 7600;
6593;01007300;Motorola 92620xwesa;
6594;01007400;Nokia 8290;
6595;01007700;Research R1900;
6596;01007800;Xircom Eagle II 900 / 1900;
6597;01008000;Nokia 8800;
6598;01008100;Nokia 3390;
6599;01008300;NovaTel NRM2000 (900 / 1900);
6600;01008400;Shintom GDU325;
6601;01008600;Motorola T192;
6602;01008700;Samsung Q105;
6603;01008800;Motorola T-93;
6604;01008900;Nokia 3395;
6605;01009000;Nokia 3390;
6606;01009300;Nokia 8390;
6607;01009600;Samsung SGH-R225;
6608;01009900;OPTION Globetrotter GSM / GPRS radio card;
6609;01010000;Sierra Wireless AirCard 710;
6610;01010200;Ericsson T61Z;
6611;01010300;Nokia 6340;
6612;01010400;Motorola V70;
6613;01010500;Samsung SGH-R225;
6614;01010800;Nokia 9290;
6615;01010900;Motorola T193m;
6616;01011000;SonyEricsson GM48;
6617;01011300;Motorola T191;
6618;01011400;Nokia 6590;
6619;01011500;Palm Blackberry;
6620;01011800;Nokia 3590;
6621;01011900;Nokia 3590;
6622;01012100;SonyEricsson T226;
6623;01012200;Nokia 3390;
6624;01012300;Nokia 3395;
6625;01012400;SonyEricsson T620;
6626;01012500;Samsung SGH-R225;
6627;01012700;Siemens A56;
6628;01012800;Nokia 8390;
6629;01012900;NovaTel Merlin G301;
6630;01013000;Motorola T721;
6631;01013100;Siemens C56;
6632;01013300;Samsung SGH-S105;
6633;01013400;Siemens C56;
6634;01013500;Psion Netpad 5110 / 5310 / 5510 / 5710;
6635;01013600;Nokia 6590i;
6636;01013700;Nokia 6590;
6637;01014100;RIM 6710;
6638;01014200;Motorola T720i;
6639;01014400;Nokia 6310i;
6640;01014600;Nokia 31;
6641;01014700;NEC 515;
6642;01015200;Samsung SGH-V205;
6643;01015400;Siemens S56;
6644;01015600;Siemens S56;
6645;01015700;SonyEricsson T306 / T316;
6646;01015800;SonyEricsson T306 / T316;
6647;01016000;Amio Sidekick;
6648;01016300;Motorola C350;
6649;01016400;SonyEricsson T106;
6650;01016600;Nokia 3595;
6651;01016900;Motorola T721;
6652;01017000;Motorola T720;
6653;01017200;Samsung E400;
6654;01017300;Samsung S307;
6655;01017500;Nokia 6800a;
6656;01017900;@Road iWM 3150;
6657;01018500;Nokia 3595;
6658;01018600;Motorola F3003;
6659;01018700;Nokia 3600;
6660;01018800;Motorola C333;
6661;01018900;Motorola C333;
6662;01019000;Sharp PV-100;
6663;01019100;hiptop hiptop;
6664;01019300;RIM 6231GE;
6665;01019400;RIM 7230 Blackberry;
6666;01019700;SonyEricsson T616;
6667;01019900;Nokia 6800;
6668;01020000;Nokia 6100;
6669;01020100;Siemens SL56;
6670;01020200;Samsung SGH-R225;
6671;01020300;Motorola C350;
6672;01020400;RIM 7210;
6673;01020800;LG 4011;
6674;01020900;Siemens S46;
6675;01021200;Siemens A56;
6676;01021300;Siemens A56;
6677;01021400;Motorola C350;
6678;01021500;Handspring Treo 600;
6679;01021700;Motorola T720;
6680;01021800;Samsung SGH-X105;
6681;01022300;LG G4050;
6682;01022500;Alcatel 331p;
6683;01022600;Research 6280;
6684;01022700;RIM 7280;
6685;01022900;Siemens M56;
6686;01023500;Nokia 6340i;
6687;01023800;Research Blackberry 7780;
6688;01023900;Samsung SGH-S300M;
6689;01024400;NEC 525;
6690;01024900;SonyEricsson T62u;
6691;01025100;Samsung x426;
6692;01025200;Samsung x426;
6693;01025300;Nokia 3620;
6694;01025900;Nokia 3595;
6695;01026000;Nokia 3995;
6696;01026200;Nokia 3595;
6697;01026300;Nokia 3595;
6698;01026500;Samsung R225;
6699;01027200;e-Mobile motorola c200;
6700;01027300;SonyEricsson T237;
6701;01027600;SonyEricsson T637;
6702;01027700;Motorola C370;
6703;01027800;Motorola E380;
6704;01028000;Motorola C350;
6705;01028100;Alcatel 331;
6706;01028200;Nokia 6800;
6707;01028300;Nokia 3595;
6708;01028600;Samsung R225m;
6709;01029100;Research 7280;
6710;01029200;Research 6280;
6711;01029500;Samsung P107;
6712;01029700;Siemens A56i;
6713;01029800;Sharp PV-100;
6714;01030200;Siemens A56;
6715;01030500;LG G4011;
6716;01031000;Motorola 92575XZBSA;
6717;01031100;Alcatel 332;
6718;01031300;SonyEricsson T106;
6719;01032000;Nokia 1100b;
6720;01032200;Nokia 3595;
6721;01032300;Nokia 3595;
6722;01032400;Nokia 3595;
6723;01032500;Nokia 3595 / 2260;
6724;01033000;Samsung x426;
6725;01033500;Nokia 6010;
6726;01033600;Nokia 6010;
6727;01033800;Samsung E316;
6728;01033900;Nokia n-gage;
6729;01034100;Samsung R225;
6730;01034500;LG L1200;
6731;01034600;LG C1300;
6732;01034700;Innostream INNO 98;
6733;01035500;Samsung E715;
6734;01035700;Siemens A56i;
6735;01036200;Sagem MyX-4a;
6736;01036400;Motorola C236;
6737;01037100;SonyEricsson GC83;
6738;01037200;Nokia 1100b;
6739;01037300;Nokia 1100b;
6740;01037800;LG 4015;
6741;01037900;LG L1150;
6742;01038000;SonyEricsson T106;
6743;01038100;Samsung X426;
6744;01039400;SonyEricsson t226;
6745;01040100;SonyEricsson T637;
6746;01040800;SonyEricsson z500a;
6747;01041500;Nokia 6010;
6748;01041700;Nokia 6010;
6749;01041800;Nokia 6010;
6750;01041900;Nokia 6010;
6751;01042100;LG 4020;
6752;01044000;Nokia 1100;
6753;01044100;Nokia 1100;
6754;01044700;Nokia 1100;
6755;01045600;LG G4015;
6756;01046000;Samsung SGH-x427m;
6757;01046800;SonyEricsson T637;
6758;01047300;Siemens S66;
6759;01047400;Nokia 2600;
6760;01047500;LG C1300;
6761;01047600;LG L1400;
6762;01047900;Samsung SGH-X427M;
6763;01048100;Samsung E317;
6764;01048500;Samsung E316;
6765;01048700;SonyEricsson T290a;
6766;01049300;Firefly Firefly;
6767;01049500;Nokia 6010;
6768;01049600;Nokia 6010;
6769;01049800;Nokia 1100;
6770;01049900;Nokia Nokia 2651 RH54;
6771;01050300;Motorola V171;
6772;01050700;SonyEricsson S710a;
6773;01051800;LG C1300;
6774;01052900;Nokia 1100;
6775;01053100;Nokia TFC165P4;
6776;01053900;Sagem MyX-2-2m;
6777;01054000;LG F9100;
6778;01054400;Nokia 1100;
6779;01054600;Motorola C350;
6780;01055300;Samsung SGH-E316;
6781;01056100;Sendo P601;
6782;01056300;Motorola V300;
6783;01058000;Motorola C115;
6784;01059200;SonyEricsson Z500A;
6785;01060000;LG MG 200;
6786;01060500;LG C1300;
6787;01061700;LG L1400i;
6788;01062400;Nokia 1100;
6789;01062500;Motorola C115;
6790;01062800;LG LG 2000;
6791;01063900;SonyEricsson T290a;
6792;01064200;Nokia 1100b;
6793;01066100;Sanyo SIDEKICK 2;
6794;01069000;T-Mobile Sidekick II;
6795;01069700;T-Mobile Side Kick II;
6796;01071600;Samsung SGH-P207;
6797;01116800;Motorola V330;
6798;01121500;Motorola C332;
6799;01248400;Motorola C333;
6800;01266400;Nokia 1100;
6801;01342600;Siemens A56;
6802;01363500;Motorola V300;
6803;01374500;Nokia 3120;
6804;01451600;Nokia 3100;
6805;01454800;Nokia 6200;
6806;01457900;Motorola C333;
6807;01465400;Nokia 6200;
6808;01479200;Nokia 3595;
6809;01484600;Nokia 3120;
6810;01485400;SonyEricsson T616;
6811;01513300;Motorola C332;
6812;01524600;Nokia 6230;
6813;01542800;Motorola T720i;
6814;01596600;Nokia 6010;
6815;01597600;Siemens A55;
6816;01665700;Siemens M56;
6817;01735100;Motorola V300;
6818;01847900;Motorola V300;
6819;01862800;Sagem MyX-2;
6820;01925800;Nokia 6230;
6821;01930600;Nokia 8210;
6822;01954600;Motorola C350;
6823;03336300;Nokia 7600;
6824;03513400;Nokia 2100;
6825;04220000;Philips PR653;
6826;04610000;Nokia 609;
6827;04857500;SonyEricsson K750;
6828;05110300;Samsung A670;
6829;05180300;Nokia 6260;
6830;10015000;Motorola i860;
6831;10166700;SonyEricsson T290a;
6832;10260000;Nokia 6600;
6833;10333000;SonyEricsson T226;
6834;10485700;SonyEricsson K750;
6835;30000100;Motorola 9500;
6836;30000200;Kyocera SD-66K (Iridium);
6837;30000300;Motorola 9505;
6838;30001400;Motorola 9505A;
6839;30003400;Iridium 9601 SBD;
6840;30011400;Motorola 9505A;
6841;30149000;Motorola V400;
6842;33000100;Alcatel 9100;
6843;33000200;Alcatel 9100;
6844;33000300;Alcatel 9100;
6845;33000400;Alcatel 9100;
6846;33000500;Alcatel 9100;
6847;33000600;Mitsubishi MT1000F02A;
6848;33000700;Alcatel 9100;
6849;33000800;Alcatel 9100;
6850;33000900;Alcatel 9100;
6851;33001000;Alcatel 9100;
6852;33001100;Sagem RC410;
6853;33001200;Sagem G14-1;
6854;33001400;Alcatel 9100;
6855;33001500;Alcatel 9100;
6856;33001600;Sagem RC410;
6857;33001700;Mitsubishi MT20;
6858;33001800;Mitsubishi MT10;
6859;33001900;Alcatel HC500;
6860;33002000;Alcatel 9100;
6861;33002100;Sagem RD435 R / S;
6862;33002200;Sagem RD435 R / S;
6863;33002300;Alcatel 9100;
6864;33002400;Samsung SGH-200;
6865;33002500;Mitsubishi MT11;
6866;33002600;Mitsubishi MT20D;
6867;33002700;Alcatel OTPro;
6868;33002800;Sagem G23-1;
6869;33002900;Sagem G23-S;
6870;33003000;Sharp TQ G700;
6871;33003100;Acer G201;
6872;33003200;Sagem G21-F;
6873;33003300;Alcatel OTEasy;
6874;33003400;Alcatel OTEasy;
6875;33003500;Goldtron MD900;
6876;33003600;Samsung SGH-250;
6877;33003700;Sagem G21-L1;
6878;33003800;Sagem G21-F2;
6879;33003900;Sagem G21-S2;
6880;33004000;Sagem G21-L2;
6881;33004100;Mitsubishi MT30;
6882;33004200;HB Mondial ML808;
6883;33004300;Funkanlagen Falcom A1;
6884;33004400;Wavecom WMO1-G900;
6885;33004500;Alcatel OTClub;
6886;33004600;Alcatel OTEasy;
6887;33004700;Goldtron MD988;
6888;33004900;Alcatel OTCom;
6889;33005000;Sharp MC-G1;
6890;33005100;Sagem RC715;
6891;33005200;Sagem RC730;
6892;33005300;Sagem RC712;
6893;33005400;Sagem RC725;
6894;33005500;Sagem RC720;
6895;33005600;Sagem RC710;
6896;33005700;Sagem RC750 R / D / S;
6897;33005800;Sagem RD740;
6898;33005900;Sagem RD900 S / SC;
6899;33006000;Alcatel OTEasy;
6900;33006100;Alcatel Ola France Telecom;
6901;33006200;Mitsubishi MT30X / MT230X / MT430X;
6902;33006300;Mitsubishi MT35X / MT235X / MT435X;
6903;33006400;Mitsubishi MT35 / MT235 / MT435;
6904;33006500;Mitsubishi MT30I / MT230I / MT430I;
6905;33006600;Mitsubishi MT35I / MT235I / MT435I;
6906;33006700;Mitsubishi MT30C / MT230C / MT430C;
6907;33006800;Mitsubishi MT35C / MT235C / MT435C;
6908;33006900;Mitsubishi MT30TC / MT230TC / MT430TC;
6909;33007000;Mitsubishi MT35TC / MT235TC / MT435TC;
6910;33007100;Mitsubishi MT30 / MT230 / MT430;
6911;33007300;Alcatel OTView;
6912;33007400;Alcatel OTView;
6913;33007500;Alcatel OTPocket;
6914;33007700;Sagem RD760 X / R / T;
6915;33007800;Sagem RD750 X / R / T;
6916;33007900;Sagem RC735;
6917;33008000;Sagem RC728;
6918;33008100;Sagem RD900 S / SC GSM2400;
6919;33008200;Sagem RD750 S / D / R;
6920;33008300;Sagem RC730;
6921;33008400;Sagem RC725;
6922;33008500;Alcatel OTEasy;
6923;33008700;Alcatel OTClub;
6924;33008800;Alcatel OTClub+;
6925;33008900;Alcatel OTMax;
6926;33009000;Alcatel OTEasy;
6927;33009100;Alcatel OTClub;
6928;33009200;Alcatel OTClub+;
6929;33009300;Alcatel OTEasy;
6930;33009400;Sagem RC710;
6931;33009500;Sagem RC720;
6932;33009600;Sagem RC730;
6933;33009700;Sagem RD750 E T / X / R;
6934;33009800;Sagem RD760 E X / R / T;
6935;33009900;Sagem G21-20L;
6936;33010000;Alcatel OTPocket;
6937;33010100;Alcatel OTClub+;
6938;33010200;Alcatel OTMax;
6939;33010300;Alcatel OTPocket SFR;
6940;33010400;G-Com M-900 Sting;
6941;33010500;Wavecom MT-18;
6942;33010600;Alcatel OTClub;
6943;33010700;Sagem G31P5;
6944;33010800;Sagem RC835;
6945;33010900;Sagem RC838C;
6946;33011000;Sagem RD855;
6947;33011100;Sagem RD868C;
6948;33011200;Sagem G31B0;
6949;33011300;Sagem RC800;
6950;33011400;Sagem RC810;
6951;33011500;Sagem RC820;
6952;33011600;Sagem RC827;
6953;33011700;Sagem G31B5;
6954;33011800;Sagem RC805;
6955;33011900;Sagem RC812;
6956;33012000;Sagem RC815;
6957;33012100;Sagem RC822;
6958;33012200;Sagem RC825;
6959;33012400;Mitsubishi MT30;
6960;33012500;Alcatel OTEasy HF;
6961;33012600;Alcatel OTView SFR;
6962;33012700;Sagem 881C;
6963;33012800;Sagem GS818;
6964;33012900;Sagem GS838;
6965;33013000;Sagem GS858;
6966;33013100;Sagem RC830;
6967;33013200;Sagem RC858C;
6968;33013400;Sagem G31P0;
6969;33013500;Sagem RD840;
6970;33013600;Sagem RD850;
6971;33013700;Sagem RD857;
6972;33013800;Sagem 883C;
6973;33013900;Sagem 885C;
6974;33014000;Alcatel OTEasy;
6975;33014100;Alcatel OTEasy;
6976;33014200;Wavecom WMO2-G900;
6977;33014300;Wavecom WMC1-G900;
6978;33014400;Matsushita CF-27;
6979;33014500;Sagem GS838;
6980;33014600;Sagem RD868C;
6981;33014700;Sagem RD855;
6982;33014800;Sagem RC838C;
6983;33014900;Sagem RC835;
6984;33015000;Sagem G312P5;
6985;33015100;Sagem GS858;
6986;33015200;Sagem RC858C;
6987;33015300;Sagem RD845;
6988;33015400;Sagem RD840;
6989;33015500;Sagem G312PO;
6990;33015600;Sagem RD850;
6991;33015700;Sagem RD857;
6992;33015800;Sagem 883C;
6993;33015900;Sagem 885C;
6994;33016000;Sagem G312BO;
6995;33016100;Sagem RC800;
6996;33016200;Sagem RC810;
6997;33016300;Sagem RC820;
6998;33016400;Sagem RC827;
6999;33016500;Sagem 881C;
7000;33016600;Sagem RC830;
7001;33016700;Sagem G312B5;
7002;33016800;Sagem RC805;
7003;33016900;Sagem RC812;
7004;33017000;Sagem RC815;
7005;33017100;Sagem RC822;
7006;33017200;Sagem RC825;
7007;33017300;Sagem GS818;
7008;33017400;Alcatel OTEasy HF;
7009;33017500;Alcatel OTClub;
7010;33017600;Alcatel OTClub+;
7011;33017700;Alcatel OTEasy;
7012;33017800;Alcatel OTEasy 0.9;
7013;33017900;Alcatel OTClub+;
7014;33018000;Alcatel OTView 0.9;
7015;33018100;Sagem G313B0;
7016;33018200;Sagem G313B5;
7017;33018300;Sagem G313P0;
7018;33018400;Sagem G313P5;
7019;33018500;Sagem G41SP;
7020;33018600;Sagem G41FP;
7021;33018700;Sagem G41PP;
7022;33018800;Sagem G41FB;
7023;33018900;Sagem G41SB;
7024;33019000;Sagem G314B0;
7025;33019100;Sagem G314B5;
7026;33019200;Sagem G314B9;
7027;33019300;Sagem G314P9;
7028;33019400;Sagem G314P0;
7029;33019500;Sagem G314P5;
7030;33019600;Sagem RC810;
7031;33019700;Sagem RC815;
7032;33019800;Sagem RC819;
7033;33019900;Sagem RC820;
7034;33020000;Sagem RC825;
7035;33020100;Sagem RC826;
7036;33020200;Sagem RC827;
7037;33020300;Sagem RC829;
7038;33020400;Sagem RC830;
7039;33020500;Sagem RC835;
7040;33020600;Sagem RC838;
7041;33020700;Sagem RC839;
7042;33020800;Sagem RC840;
7043;33020900;Sagem RC845;
7044;33021000;Sagem RC849;
7045;33021100;Sagem RC850;
7046;33021200;Sagem RC855;
7047;33021300;Sagem RC859;
7048;33021400;Sagem G412SB;
7049;33021500;Sagem G412SP;
7050;33021600;Sagem G412FP;
7051;33021700;Sagem G412FB;
7052;33021800;Sagem G412PP;
7053;33021900;Sagem G413SB;
7054;33022000;Sagem G413SP;
7055;33022100;Sagem G413FP;
7056;33022200;Sagem G413FB;
7057;33022300;Sagem G413PP;
7058;33100000;Sagem DC735;
7059;33100100;Sagem D21F;
7060;33100200;Sagem D21F2;
7061;33100300;Sagem DC715;
7062;33100400;Sagem D21S2;
7063;33100700;Sagem 815;
7064;33100800;Sagem D210L;
7065;33102100;Sagem D31BO;
7066;33102300;Sagem D31PO;
7067;33102400;Sagem D31P5;
7068;33102600;Sagem D41SP;
7069;33102700;Sagem D41FP;
7070;33102800;Sagem D313B0;
7071;33102900;Sagem D313B5;
7072;33103000;Sagem D313B9;
7073;33103100;Sagem D313P0;
7074;33103200;Sagem D313P5;
7075;33103300;Sagem D313P9;
7076;33103400;Sagem D41PP;
7077;33103500;Sagem D41FB;
7078;33103600;Sagem D41SB;
7079;33103700;Sagem D314P9;
7080;33103800;Sagem D314P0;
7081;33103900;Sagem D314B9;
7082;33104000;Sagem D314P5;
7083;33104100;Sagem D314B5;
7084;33104200;Sagem D314B0;
7085;33104300;Sagem DC810;
7086;33104400;Sagem DC815;
7087;33104500;Sagem DC818;
7088;33104600;Sagem DC819;
7089;33104700;Sagem DC820;
7090;33104800;Sagem DC825;
7091;33104900;Sagem DC829;
7092;33105000;Sagem DC830;
7093;33105100;Sagem DC835;
7094;33105200;Sagem DC839;
7095;33105300;Sagem DC840;
7096;33105400;Sagem DC845;
7097;33105500;Sagem DC849;
7098;33105600;Sagem DC850;
7099;33105700;Sagem DC855;
7100;33105800;Sagem DC859;
7101;33105900;Sagem D412SB;
7102;33106000;Sagem D412SP;
7103;33106100;Sagem D412FB;
7104;33106200;Sagem D412FP;
7105;33106300;Sagem D412PP;
7106;33106400;Sagem D413PP;
7107;33106500;Sagem D413FP;
7108;33106600;Sagem D413FB;
7109;33106700;Sagem D413SP;
7110;33106800;Sagem D413SB;
7111;33200100;Mitsubishi MTD30 / MTD30C;
7112;33200200;Mitsubishi MTD30X;
7113;33200300;Mitsubishi B820;
7114;33200400;Mitsubishi MT401;
7115;33200500;Sagem M22-F2;
7116;33200600;Sagem M22-FL;
7117;33200700;Sagem MC715;
7118;33200800;Sagem M22-S2;
7119;33201000;Sagem M31-BO;
7120;33201100;Sagem M31-B5;
7121;33201200;Sagem M31-PO;
7122;33201300;Sagem M31-P5;
7123;33201600;Sagem M312-BO;
7124;33201700;Sagem M312-B5;
7125;33201800;Sagem M312-P0;
7126;33201900;Sagem M312-P5;
7127;33202000;Sagem MC935 Essential;
7128;33202100;Alcatel OTEasy DB;
7129;33202200;Trium Galaxy;
7130;33202300;Trium Geo;
7131;33202400;Trium Astral;
7132;33202500;Alcatel OTView DB;
7133;33202600;Sagem MC836;
7134;33202700;Sagem MC835;
7135;33202800;Sagem MC825;
7136;33202900;Sagem MC815;
7137;33203000;Sagem MC850;
7138;33203100;Sagem MC840;
7139;33203200;Sagem MC810;
7140;33203300;Sagem MC820;
7141;33203400;Sagem MC830;
7142;33203500;Sagem MC845;
7143;33203600;Sagem MC855;
7144;33203700;Sagem M312-P9;
7145;33203800;Sagem M312-B9;
7146;33203900;Alcatel OTCB;
7147;33204000;Alcatel OTMax DB;
7148;33204100;Alcatel OTEasy DB;
7149;33204200;Alcatel OTEasy DB;
7150;33204300;Sagem M313-BO;
7151;33204400;Sagem M313-B5;
7152;33204500;Sagem M313-B9;
7153;33204600;Sagem M313-P5;
7154;33204700;Sagem M313-P9;
7155;33204800;Sagem M313-PO;
7156;33204900;Sagem MC939;
7157;33205000;Sagem M41S-P;
7158;33205100;Alcatel OTGum DB;
7159;33205200;Sagem M41P-P;
7160;33205300;Sagem M41F-B;
7161;33205400;Sagem M41S-B;
7162;33205500;Wavecom WMOD2-G900 / 1800;
7163;33205600;Sagem M314-B0;
7164;33205700;Sagem M314-B5;
7165;33205800;Sagem M314-B9;
7166;33205900;Sagem M314-P0;
7167;33206000;Sagem M314-P5;
7168;33206100;Sagem M314-P9;
7169;33206200;Trium Aria;
7170;33206300;Alcatel OTEasy DB;
7171;33206400;Alcatel OTEasy DB;
7172;33206500;Sagem MC810;
7173;33206600;Sagem MC818;
7174;33206700;Sagem MC815;
7175;33206800;Sagem MC819;
7176;33206900;Sagem MC820;
7177;33207000;Sagem MC823;
7178;33207100;Sagem MC825;
7179;33207200;Sagem MC826;
7180;33207300;Sagem MC827;
7181;33207400;Sagem MC829;
7182;33207500;Sagem MC830;
7183;33207600;Sagem MC835;
7184;33207700;Sagem MC837;
7185;33207800;Sagem MC838;
7186;33207900;Sagem MC839;
7187;33208000;Sagem MC840;
7188;33208100;Sagem MC845;
7189;33208200;Sagem MC849;
7190;33208300;Sagem MC850;
7191;33208400;Sagem MC855;
7192;33208500;Sagem MC858;
7193;33208600;Sagem MC859;
7194;33208700;Sagem MC840M;
7195;33208800;Sagem DMC830;
7196;33208900;Sagem DMC838;
7197;33209000;Sagem DMC835;
7198;33209100;Sagem DMC839;
7199;33209200;Trium Geo WAP;
7200;33209300;Trium Astral;
7201;33209400;Trium Galaxy;
7202;33209500;Sagem MC922S;
7203;33209600;Sagem MC942S;
7204;33209700;Alcatel OTClub DB;
7205;33209800;Alcatel OTClub DB;
